Venue Name,Location,Google Maps URL,Venue Website,Image URL 1 (Main),Image URL 2 (Optional),Image URL 3 (Optional),Notes
"Vizcaya Museum & Gardens","Coconut Grove, Miami-Dade","https://maps.google.com/maps?q=Vizcaya%20Museum%20%26%20Gardens%2C%20Coconut%20Grove%2C%20Miami-Dade","https://vizcaya.org/weddings-celebrations/",,,,"NEEDS_IMAGES"
"Ancient Spanish Monastery","North Miami Beach, Miami-Dade","https://maps.google.com/maps?q=Ancient%20Spanish%20Monastery%2C%20North%20Miami%20Beach%2C%20Miami-Dade","https://www.spanishmonastery.com/",,,,"HAS_IMAGES"
"Ancient Spanish Monastery","North Miami Beach, Miami-Dade","https://maps.google.com/maps?q=Ancient%20Spanish%20Monastery%2C%20North%20Miami%20Beach%2C%20Miami-Dade","https://www.spanishmonastery.com/",,,,"HAS_IMAGES"
"The Cooper Estate","Redland, Miami-Dade","https://maps.google.com/maps?q=The%20Cooper%20Estate%2C%20Redland%2C%20Miami-Dade","https://www.thecooperestate.com/",,,,"NEEDS_IMAGES"
"The Cooper Estate","Redland, Miami-Dade","https://maps.google.com/maps?q=The%20Cooper%20Estate%2C%20Redland%2C%20Miami-Dade","https://www.thecooperestate.com/",,,,"NEEDS_IMAGES"
"Curtiss Mansion","Miami Springs, Miami-Dade","https://maps.google.com/maps?q=Curtiss%20Mansion%2C%20Miami%20Springs%2C%20Miami-Dade","https://curtissmansion.org/",,,,"NEEDS_IMAGES"
"Curtiss Mansion","Miami Springs, Miami-Dade","https://maps.google.com/maps?q=Curtiss%20Mansion%2C%20Miami%20Springs%2C%20Miami-Dade","https://curtissmansion.org/",,,,"NEEDS_IMAGES"
"Thalatta Estate","Palmetto Bay, Miami-Dade","https://maps.google.com/maps?q=Thalatta%20Estate%2C%20Palmetto%20Bay%2C%20Miami-Dade","https://www.palmettobay-fl.gov/457/Thalatta-Estate",,,,"NEEDS_IMAGES"
"Thalatta Estate","Palmetto Bay, Miami-Dade","https://maps.google.com/maps?q=Thalatta%20Estate%2C%20Palmetto%20Bay%2C%20Miami-Dade","https://www.palmettobay-fl.gov/457/Thalatta-Estate",,,,"NEEDS_IMAGES"
"Deering Estate","Cutler Bay, Miami-Dade","https://maps.google.com/maps?q=Deering%20Estate%2C%20Cutler%20Bay%2C%20Miami-Dade","https://deeringestate.org/event-rentals/",,,,"NEEDS_IMAGES"
"Deering Estate","Cutler Bay, Miami-Dade","https://maps.google.com/maps?q=Deering%20Estate%2C%20Cutler%20Bay%2C%20Miami-Dade","https://deeringestate.org/event-rentals/",,,,"NEEDS_IMAGES"
"Fairchild Tropical Botanic Garden","Coral Gables, Miami-Dade","https://maps.google.com/maps?q=Fairchild%20Tropical%20Botanic%20Garden%2C%20Coral%20Gables%2C%20Miami-Dade","https://fairchildgarden.org/private-events-and-weddings/",,,,"NEEDS_IMAGES"
"Fairchild Tropical Botanic Garden","Coral Gables, Miami-Dade","https://maps.google.com/maps?q=Fairchild%20Tropical%20Botanic%20Garden%2C%20Coral%20Gables%2C%20Miami-Dade","https://fairchildgarden.org/private-events-and-weddings/",,,,"NEEDS_IMAGES"
"Historic Walton House","Redland, Miami-Dade","https://maps.google.com/maps?q=Historic%20Walton%20House%2C%20Redland%2C%20Miami-Dade","https://waltonhouse.com/",,,,"NEEDS_IMAGES"
"Historic Walton House","Redland, Miami-Dade","https://maps.google.com/maps?q=Historic%20Walton%20House%2C%20Redland%2C%20Miami-Dade","https://waltonhouse.com/",,,,"NEEDS_IMAGES"
"Woman's Club of Coconut Grove","Coconut Grove, Miami-Dade","https://maps.google.com/maps?q=Woman's%20Club%20of%20Coconut%20Grove%2C%20Coconut%20Grove%2C%20Miami-Dade","https://womansclubofcoconutgrove.com/",,,,"NEEDS_IMAGES"
"Woman's Club of Coconut Grove","Coconut Grove, Miami-Dade","https://maps.google.com/maps?q=Woman's%20Club%20of%20Coconut%20Grove%2C%20Coconut%20Grove%2C%20Miami-Dade","https://womansclubofcoconutgrove.com/",,,,"NEEDS_IMAGES"
"The Bath Club","Miami Beach, Miami-Dade","https://maps.google.com/maps?q=The%20Bath%20Club%2C%20Miami%20Beach%2C%20Miami-Dade","https://www.thebathclub.com/",,,,"NEEDS_IMAGES"
"The Bath Club","Miami Beach, Miami-Dade","https://maps.google.com/maps?q=The%20Bath%20Club%2C%20Miami%20Beach%2C%20Miami-Dade","https://www.thebathclub.com/",,,,"NEEDS_IMAGES"
"The Cruz Building","Coconut Grove, Miami-Dade","https://maps.google.com/maps?q=The%20Cruz%20Building%2C%20Coconut%20Grove%2C%20Miami-Dade","https://www.cruzbuildings.com/",,,,"NEEDS_IMAGES"
"The Cruz Building","Coconut Grove, Miami-Dade","https://maps.google.com/maps?q=The%20Cruz%20Building%2C%20Coconut%20Grove%2C%20Miami-Dade","https://www.cruzbuildings.com/",,,,"NEEDS_IMAGES"
"Rusty Pelican","Key Biscayne, Miami-Dade","https://maps.google.com/maps?q=Rusty%20Pelican%2C%20Key%20Biscayne%2C%20Miami-Dade","https://www.therustypelican.com/private-events-miami/",,,,"NEEDS_IMAGES"
"Rusty Pelican","Key Biscayne, Miami-Dade","https://maps.google.com/maps?q=Rusty%20Pelican%2C%20Key%20Biscayne%2C%20Miami-Dade","https://www.therustypelican.com/private-events-miami/",,,,"NEEDS_IMAGES"
"Briza on the Bay","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=Briza%20on%20the%20Bay%2C%20Downtown%20Miami%2C%20Miami-Dade","https://www.brizaonthebay.com/",,,,"NEEDS_IMAGES"
"Briza on the Bay","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=Briza%20on%20the%20Bay%2C%20Downtown%20Miami%2C%20Miami-Dade","https://www.brizaonthebay.com/",,,,"NEEDS_IMAGES"
"Penthouse at Riverside Wharf","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=Penthouse%20at%20Riverside%20Wharf%2C%20Downtown%20Miami%2C%20Miami-Dade","https://penthouserw.com/",,,,"NEEDS_IMAGES"
"Penthouse at Riverside Wharf","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=Penthouse%20at%20Riverside%20Wharf%2C%20Downtown%20Miami%2C%20Miami-Dade","https://penthouserw.com/",,,,"NEEDS_IMAGES"
"Signature Grand","Davie, Broward","https://maps.google.com/maps?q=Signature%20Grand%2C%20Davie%2C%20Broward","https://www.thesignaturegrand.com/",,,,"NEEDS_IMAGES"
"Signature Grand","Davie, Broward","https://maps.google.com/maps?q=Signature%20Grand%2C%20Davie%2C%20Broward","https://www.thesignaturegrand.com/",,,,"NEEDS_IMAGES"
"Jacaranda Country Club","Plantation, Broward","https://maps.google.com/maps?q=Jacaranda%20Country%20Club%2C%20Plantation%2C%20Broward","https://jacarandacountryclub.com/weddings-events/",,,,"NEEDS_IMAGES"
"Jacaranda Country Club","Plantation, Broward","https://maps.google.com/maps?q=Jacaranda%20Country%20Club%2C%20Plantation%2C%20Broward","https://jacarandacountryclub.com/weddings-events/",,,,"NEEDS_IMAGES"
"Deer Creek Country Club","Deerfield Beach, Broward","https://maps.google.com/maps?q=Deer%20Creek%20Country%20Club%2C%20Deerfield%20Beach%2C%20Broward","https://deercreekflorida.com/weddings/",,,,"NEEDS_IMAGES"
"Deer Creek Country Club","Deerfield Beach, Broward","https://maps.google.com/maps?q=Deer%20Creek%20Country%20Club%2C%20Deerfield%20Beach%2C%20Broward","https://deercreekflorida.com/weddings/",,,,"NEEDS_IMAGES"
"Bonnet House Museum & Gardens","Fort Lauderdale, Broward","https://maps.google.com/maps?q=Bonnet%20House%20Museum%20%26%20Gardens%2C%20Fort%20Lauderdale%2C%20Broward","https://www.bonnethouse.org/weddings/",,,,"NEEDS_IMAGES"
"Bonnet House Museum & Gardens","Fort Lauderdale, Broward","https://maps.google.com/maps?q=Bonnet%20House%20Museum%20%26%20Gardens%2C%20Fort%20Lauderdale%2C%20Broward","https://www.bonnethouse.org/weddings/",,,,"NEEDS_IMAGES"
"Stranahan House","Fort Lauderdale, Broward","https://maps.google.com/maps?q=Stranahan%20House%2C%20Fort%20Lauderdale%2C%20Broward","https://stranahanhouse.org/rentals/",,,,"NEEDS_IMAGES"
"Stranahan House","Fort Lauderdale, Broward","https://maps.google.com/maps?q=Stranahan%20House%2C%20Fort%20Lauderdale%2C%20Broward","https://stranahanhouse.org/rentals/",,,,"NEEDS_IMAGES"
"Secret Gardens Miami","Homestead, Miami-Dade","https://maps.google.com/maps?q=Secret%20Gardens%20Miami%2C%20Homestead%2C%20Miami-Dade","https://www.secretgardensmiami.com/",,,,"NEEDS_IMAGES"
"Secret Gardens Miami","Homestead, Miami-Dade","https://maps.google.com/maps?q=Secret%20Gardens%20Miami%2C%20Homestead%2C%20Miami-Dade","https://www.secretgardensmiami.com/",,,,"NEEDS_IMAGES"
"Villa Woodbine","Coconut Grove, Miami-Dade","https://maps.google.com/maps?q=Villa%20Woodbine%2C%20Coconut%20Grove%2C%20Miami-Dade","https://villa-woodbine.com/",,,,"NEEDS_IMAGES"
"Villa Woodbine","Coconut Grove, Miami-Dade","https://maps.google.com/maps?q=Villa%20Woodbine%2C%20Coconut%20Grove%2C%20Miami-Dade","https://villa-woodbine.com/",,,,"NEEDS_IMAGES"
"Lavan Venue","Hollywood, Broward","https://maps.google.com/maps?q=Lavan%20Venue%2C%20Hollywood%2C%20Broward","http://lavanvenue.com/",,,,"NEEDS_IMAGES"
"Lavan Venue","Hollywood, Broward","https://maps.google.com/maps?q=Lavan%20Venue%2C%20Hollywood%2C%20Broward","http://lavanvenue.com/",,,,"NEEDS_IMAGES"
"Coral Gables Country Club","Coral Gables, Miami-Dade","https://maps.google.com/maps?q=Coral%20Gables%20Country%20Club%2C%20Coral%20Gables%2C%20Miami-Dade","N/A",,,,"NEEDS_IMAGES"
"Coral Gables Country Club","Coral Gables, Miami-Dade","https://maps.google.com/maps?q=Coral%20Gables%20Country%20Club%2C%20Coral%20Gables%2C%20Miami-Dade","N/A",,,,"NEEDS_IMAGES"
"Weston Hills Country Club","Weston, Broward","https://maps.google.com/maps?q=Weston%20Hills%20Country%20Club%2C%20Weston%2C%20Broward","N/A",,,,"NEEDS_IMAGES"
"Weston Hills Country Club","Weston, Broward","https://maps.google.com/maps?q=Weston%20Hills%20Country%20Club%2C%20Weston%2C%20Broward","N/A",,,,"NEEDS_IMAGES"
"Parkland Country Club","Parkland, Broward","https://maps.google.com/maps?q=Parkland%20Country%20Club%2C%20Parkland%2C%20Broward","N/A",,,,"NEEDS_IMAGES"
"Parkland Country Club","Parkland, Broward","https://maps.google.com/maps?q=Parkland%20Country%20Club%2C%20Parkland%2C%20Broward","N/A",,,,"NEEDS_IMAGES"
"Miami Beach Botanical Garden","Miami Beach, Miami-Dade","https://maps.google.com/maps?q=Miami%20Beach%20Botanical%20Garden%2C%20Miami%20Beach%2C%20Miami-Dade","N/A",,,,"NEEDS_IMAGES"
"Miami Beach Botanical Garden","Miami Beach, Miami-Dade","https://maps.google.com/maps?q=Miami%20Beach%20Botanical%20Garden%2C%20Miami%20Beach%2C%20Miami-Dade","N/A",,,,"NEEDS_IMAGES"
"Hollywood's ArtsPark","Hollywood, Broward","https://maps.google.com/maps?q=Hollywood's%20ArtsPark%2C%20Hollywood%2C%20Broward","N/A",,,,"NEEDS_IMAGES"
"Hollywood's ArtsPark","Hollywood, Broward","https://maps.google.com/maps?q=Hollywood's%20ArtsPark%2C%20Hollywood%2C%20Broward","N/A",,,,"NEEDS_IMAGES"
"Phillip and Patricia Frost Science Museum","Miami, Miami-Dade","https://maps.google.com/maps?q=Phillip%20and%20Patricia%20Frost%20Science%20Museum%2C%20Miami%2C%20Miami-Dade","N/A",,,,"NEEDS_IMAGES"
"Phillip and Patricia Frost Science Museum","Miami, Miami-Dade","https://maps.google.com/maps?q=Phillip%20and%20Patricia%20Frost%20Science%20Museum%2C%20Miami%2C%20Miami-Dade","N/A",,,,"NEEDS_IMAGES"
"The M Building","Wynwood, Miami-Dade","https://maps.google.com/maps?q=The%20M%20Building%2C%20Wynwood%2C%20Miami-Dade","N/A",,,,"NEEDS_IMAGES"
"The M Building","Wynwood, Miami-Dade","https://maps.google.com/maps?q=The%20M%20Building%2C%20Wynwood%2C%20Miami-Dade","N/A",,,,"NEEDS_IMAGES"
"The Wharf (Miami/Ft. Lauderdale)","Miami/Fort Lauderdale","https://maps.google.com/maps?q=The%20Wharf%20(Miami%2FFt.%20Lauderdale)%2C%20Miami%2FFort%20Lauderdale","N/A",,,,"NEEDS_IMAGES"
"The Wharf (Miami/Ft. Lauderdale)","Miami/Fort Lauderdale","https://maps.google.com/maps?q=The%20Wharf%20(Miami%2FFt.%20Lauderdale)%2C%20Miami%2FFort%20Lauderdale","N/A",,,,"NEEDS_IMAGES"
"The Biltmore Hotel","Coral Gables, Miami-Dade","https://maps.google.com/maps?q=The%20Biltmore%20Hotel%2C%20Coral%20Gables%2C%20Miami-Dade","https://www.biltmorehotel.com/weddings/",,,,"NEEDS_IMAGES"
"The Biltmore Hotel","Coral Gables, Miami-Dade","https://maps.google.com/maps?q=The%20Biltmore%20Hotel%2C%20Coral%20Gables%2C%20Miami-Dade","https://www.biltmorehotel.com/weddings/",,,,"NEEDS_IMAGES"
"Miami Marriott Biscayne Bay","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=Miami%20Marriott%20Biscayne%20Bay%2C%20Downtown%20Miami%2C%20Miami-Dade","https://www.marriott.com/en-us/hotels/miabb-miami-marriott-biscayne-bay/events/",,,,"NEEDS_IMAGES"
"Miami Marriott Biscayne Bay","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=Miami%20Marriott%20Biscayne%20Bay%2C%20Downtown%20Miami%2C%20Miami-Dade","https://www.marriott.com/en-us/hotels/miabb-miami-marriott-biscayne-bay/events/",,,,"NEEDS_IMAGES"
"Diplomat Beach Resort","Hollywood, Broward","https://maps.google.com/maps?q=Diplomat%20Beach%20Resort%2C%20Hollywood%2C%20Broward","https://www.diplomatresort.com/weddings/",,,,"NEEDS_IMAGES"
"Diplomat Beach Resort","Hollywood, Broward","https://maps.google.com/maps?q=Diplomat%20Beach%20Resort%2C%20Hollywood%2C%20Broward","https://www.diplomatresort.com/weddings/",,,,"NEEDS_IMAGES"
"Seminole Hard Rock Hotel & Casino","Hollywood, Broward","https://maps.google.com/maps?q=Seminole%20Hard%20Rock%20Hotel%20%26%20Casino%2C%20Hollywood%2C%20Broward","https://www.seminolehardrockhollywood.com/meetings-events",,,,"NEEDS_IMAGES"
"Seminole Hard Rock Hotel & Casino","Hollywood, Broward","https://maps.google.com/maps?q=Seminole%20Hard%20Rock%20Hotel%20%26%20Casino%2C%20Hollywood%2C%20Broward","https://www.seminolehardrockhollywood.com/meetings-events",,,,"NEEDS_IMAGES"
"Milander Center for Arts & Entertainment","Hialeah, Miami-Dade","https://maps.google.com/maps?q=Milander%20Center%20for%20Arts%20%26%20Entertainment%2C%20Hialeah%2C%20Miami-Dade","https://www.hialeahfl.gov/1029/Milander-Center",,,,"NEEDS_IMAGES"
"Milander Center for Arts & Entertainment","Hialeah, Miami-Dade","https://maps.google.com/maps?q=Milander%20Center%20for%20Arts%20%26%20Entertainment%2C%20Hialeah%2C%20Miami-Dade","https://www.hialeahfl.gov/1029/Milander-Center",,,,"NEEDS_IMAGES"
"Pérez Art Museum Miami (PAMM)","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=P%C3%A9rez%20Art%20Museum%20Miami%20(PAMM)%2C%20Downtown%20Miami%2C%20Miami-Dade","https://www.pamm.org/entertaining",,,,"NEEDS_IMAGES"
"Pérez Art Museum Miami (PAMM)","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=P%C3%A9rez%20Art%20Museum%20Miami%20(PAMM)%2C%20Downtown%20Miami%2C%20Miami-Dade","https://www.pamm.org/entertaining",,,,"NEEDS_IMAGES"
"JW Marriott Turnberry Resort & Spa","Aventura, Miami-Dade","https://maps.google.com/maps?q=JW%20Marriott%20Turnberry%20Resort%20%26%20Spa%2C%20Aventura%2C%20Miami-Dade","https://www.marriott.com/en-us/hotels/miajt-jw-marriott-miami-turnberry-resort-and-spa/events/",,,,"NEEDS_IMAGES"
"JW Marriott Turnberry Resort & Spa","Aventura, Miami-Dade","https://maps.google.com/maps?q=JW%20Marriott%20Turnberry%20Resort%20%26%20Spa%2C%20Aventura%2C%20Miami-Dade","https://www.marriott.com/en-us/hotels/miajt-jw-marriott-miami-turnberry-resort-and-spa/events/",,,,"NEEDS_IMAGES"
"Loews Miami Beach Hotel","South Beach, Miami-Dade","https://maps.google.com/maps?q=Loews%20Miami%20Beach%20Hotel%2C%20South%20Beach%2C%20Miami-Dade","https://www.loewshotels.com/miami-beach/weddings",,,,"NEEDS_IMAGES"
"Loews Miami Beach Hotel","South Beach, Miami-Dade","https://maps.google.com/maps?q=Loews%20Miami%20Beach%20Hotel%2C%20South%20Beach%2C%20Miami-Dade","https://www.loewshotels.com/miami-beach/weddings",,,,"NEEDS_IMAGES"
"Faena Hotel Miami Beach","Miami Beach, Miami-Dade","https://maps.google.com/maps?q=Faena%20Hotel%20Miami%20Beach%2C%20Miami%20Beach%2C%20Miami-Dade","https://www.faena.com/miami-beach/gatherings/weddings",,,,"NEEDS_IMAGES"
"Faena Hotel Miami Beach","Miami Beach, Miami-Dade","https://maps.google.com/maps?q=Faena%20Hotel%20Miami%20Beach%2C%20Miami%20Beach%2C%20Miami-Dade","https://www.faena.com/miami-beach/gatherings/weddings",,,,"NEEDS_IMAGES"
"Eau Palm Beach Resort & Spa","Manalapan, Palm Beach","https://maps.google.com/maps?q=Eau%20Palm%20Beach%20Resort%20%26%20Spa%2C%20Manalapan%2C%20Palm%20Beach","https://www.eaupalmbeach.com/",,,,"NEEDS_IMAGES"
"Eau Palm Beach Resort & Spa","Manalapan, Palm Beach","https://maps.google.com/maps?q=Eau%20Palm%20Beach%20Resort%20%26%20Spa%2C%20Manalapan%2C%20Palm%20Beach","https://www.eaupalmbeach.com/",,,,"NEEDS_IMAGES"
"Palm Beach Marriott Singer Island Beach Resort & Spa","Riviera Beach, Palm Beach","https://maps.google.com/maps?q=Palm%20Beach%20Marriott%20Singer%20Island%20Beach%20Resort%20%26%20Spa%2C%20Riviera%20Beach%2C%20Palm%20Beach","https://www.marriott.com/en-us/hotels/pbisi-palm-beach-marriott-singer-island-beach-resort-and-spa/events/",,,,"NEEDS_IMAGES"
"Palm Beach Marriott Singer Island Beach Resort & Spa","Riviera Beach, Palm Beach","https://maps.google.com/maps?q=Palm%20Beach%20Marriott%20Singer%20Island%20Beach%20Resort%20%26%20Spa%2C%20Riviera%20Beach%2C%20Palm%20Beach","https://www.marriott.com/en-us/hotels/pbisi-palm-beach-marriott-singer-island-beach-resort-and-spa/events/",,,,"NEEDS_IMAGES"
"The Addison","Boca Raton, Palm Beach","https://maps.google.com/maps?q=The%20Addison%2C%20Boca%20Raton%2C%20Palm%20Beach","https://theaddison.com/",,,,"NEEDS_IMAGES"
"The Addison","Boca Raton, Palm Beach","https://maps.google.com/maps?q=The%20Addison%2C%20Boca%20Raton%2C%20Palm%20Beach","https://theaddison.com/",,,,"NEEDS_IMAGES"
"Lady Jean Ranch","Jupiter, Palm Beach","https://maps.google.com/maps?q=Lady%20Jean%20Ranch%2C%20Jupiter%2C%20Palm%20Beach","https://www.ladyjeanranch.com/",,,,"NEEDS_IMAGES"
"Lady Jean Ranch","Jupiter, Palm Beach","https://maps.google.com/maps?q=Lady%20Jean%20Ranch%2C%20Jupiter%2C%20Palm%20Beach","https://www.ladyjeanranch.com/",,,,"NEEDS_IMAGES"
"Out of the Blue Celebrations","Jupiter, Palm Beach","https://maps.google.com/maps?q=Out%20of%20the%20Blue%20Celebrations%2C%20Jupiter%2C%20Palm%20Beach","https://www.outofthebluecelebrations.com/",,,,"NEEDS_IMAGES"
"Out of the Blue Celebrations","Jupiter, Palm Beach","https://maps.google.com/maps?q=Out%20of%20the%20Blue%20Celebrations%2C%20Jupiter%2C%20Palm%20Beach","https://www.outofthebluecelebrations.com/",,,,"NEEDS_IMAGES"
"The Ben, Autograph Collection","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=The%20Ben%2C%20Autograph%20Collection%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","https://www.thebenwestpalm.com/weddings/",,,,"NEEDS_IMAGES"
"The Ben, Autograph Collection","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=The%20Ben%2C%20Autograph%20Collection%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","https://www.thebenwestpalm.com/weddings/",,,,"NEEDS_IMAGES"
"Tideline Ocean Resort & Spa","Palm Beach, Palm Beach","https://maps.google.com/maps?q=Tideline%20Ocean%20Resort%20%26%20Spa%2C%20Palm%20Beach%2C%20Palm%20Beach","https://www.tidelineresort.com/",,,,"NEEDS_IMAGES"
"Tideline Ocean Resort & Spa","Palm Beach, Palm Beach","https://maps.google.com/maps?q=Tideline%20Ocean%20Resort%20%26%20Spa%2C%20Palm%20Beach%2C%20Palm%20Beach","https://www.tidelineresort.com/",,,,"NEEDS_IMAGES"
"PGA National Resort","Palm Beach Gardens, Palm Beach","https://maps.google.com/maps?q=PGA%20National%20Resort%2C%20Palm%20Beach%20Gardens%2C%20Palm%20Beach","https://www.pgaresort.com/weddings/",,,,"NEEDS_IMAGES"
"PGA National Resort","Palm Beach Gardens, Palm Beach","https://maps.google.com/maps?q=PGA%20National%20Resort%2C%20Palm%20Beach%20Gardens%2C%20Palm%20Beach","https://www.pgaresort.com/weddings/",,,,"NEEDS_IMAGES"
"Pelican Club","Jupiter, Palm Beach","https://maps.google.com/maps?q=Pelican%20Club%2C%20Jupiter%2C%20Palm%20Beach","https://www.pelicanclubjupiter.com/",,,,"NEEDS_IMAGES"
"Pelican Club","Jupiter, Palm Beach","https://maps.google.com/maps?q=Pelican%20Club%2C%20Jupiter%2C%20Palm%20Beach","https://www.pelicanclubjupiter.com/",,,,"NEEDS_IMAGES"
"The Wanderers Club","Wellington, Palm Beach","https://maps.google.com/maps?q=The%20Wanderers%20Club%2C%20Wellington%2C%20Palm%20Beach","https://www.wanderersclubwellington.com/weddings",,,,"NEEDS_IMAGES"
"The Wanderers Club","Wellington, Palm Beach","https://maps.google.com/maps?q=The%20Wanderers%20Club%2C%20Wellington%2C%20Palm%20Beach","https://www.wanderersclubwellington.com/weddings",,,,"NEEDS_IMAGES"
"The Seagate Hotel & Spa","Delray Beach, Palm Beach","https://maps.google.com/maps?q=The%20Seagate%20Hotel%20%26%20Spa%2C%20Delray%20Beach%2C%20Palm%20Beach","https://www.seagatedelray.com/weddings/",,,,"NEEDS_IMAGES"
"The Seagate Hotel & Spa","Delray Beach, Palm Beach","https://maps.google.com/maps?q=The%20Seagate%20Hotel%20%26%20Spa%2C%20Delray%20Beach%2C%20Palm%20Beach","https://www.seagatedelray.com/weddings/",,,,"NEEDS_IMAGES"
"Boca Lago Country Club","Boca Raton, Palm Beach","https://maps.google.com/maps?q=Boca%20Lago%20Country%20Club%2C%20Boca%20Raton%2C%20Palm%20Beach","https://www.bocalago.com/weddings",,,,"NEEDS_IMAGES"
"Boca Lago Country Club","Boca Raton, Palm Beach","https://maps.google.com/maps?q=Boca%20Lago%20Country%20Club%2C%20Boca%20Raton%2C%20Palm%20Beach","https://www.bocalago.com/weddings",,,,"NEEDS_IMAGES"
"The Club at Ibis","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=The%20Club%20at%20Ibis%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","https://www.clubatibis.com/",,,,"NEEDS_IMAGES"
"The Club at Ibis","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=The%20Club%20at%20Ibis%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","https://www.clubatibis.com/",,,,"NEEDS_IMAGES"
"Canopy by Hilton West Palm Beach","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=Canopy%20by%20Hilton%20West%20Palm%20Beach%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","N/A",,,,"NEEDS_IMAGES"
"Canopy by Hilton West Palm Beach","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=Canopy%20by%20Hilton%20West%20Palm%20Beach%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","N/A",,,,"NEEDS_IMAGES"
"Jupiter Beach Resort & Spa","Jupiter, Palm Beach","https://maps.google.com/maps?q=Jupiter%20Beach%20Resort%20%26%20Spa%2C%20Jupiter%2C%20Palm%20Beach","N/A",,,,"NEEDS_IMAGES"
"Jupiter Beach Resort & Spa","Jupiter, Palm Beach","https://maps.google.com/maps?q=Jupiter%20Beach%20Resort%20%26%20Spa%2C%20Jupiter%2C%20Palm%20Beach","N/A",,,,"NEEDS_IMAGES"
"Loggerhead Marinelife Center","Palm Beach County","https://maps.google.com/maps?q=Loggerhead%20Marinelife%20Center%2C%20Palm%20Beach%20County","N/A",,,,"NEEDS_IMAGES"
"Loggerhead Marinelife Center","Palm Beach County","https://maps.google.com/maps?q=Loggerhead%20Marinelife%20Center%2C%20Palm%20Beach%20County","N/A",,,,"NEEDS_IMAGES"
